time,close,high,low,open,volumefrom,volumeto,conversionType,conversionSymbol
1608148500,20763.2,20764.1,20760.5,20760.6,3.812,79139.7,force_direct,
1608148560,20764.7,20765,20763.2,20763.2,2.184,45341.24,force_direct,
1608148620,20765,20765,20764.6,20764.7,0.7652,15889.63,force_direct,
1608148680,20765,20765,20764.5,20765,1.961,40723.27,force_direct,
1608148740,20765,20765,20764.9,20765,4.094,85009.65,force_direct,
1608148800,20768.6,20769.9,20764.9,20765,7.304,151676.23,force_direct,
1608148860,20765.5,20770,20765.5,20768.6,1.592,33054.61,force_direct,
1608148920,20764.2,20767.9,20763.3,20765.5,6,124589.76,force_direct,
1608148980,20764.5,20766.3,20755.9,20764.2,4.495,93317.16,force_direct,
1608149040,20766.1,20766.1,20764.5,20764.5,1.444,29988.06,force_direct,
1608149100,20789,20789,20766.1,20766.1,20.93,434999.14,force_direct,
1608149160,20771.6,20789,20765,20789,7.564,157220.55,force_direct,
1608149220,20781.9,20786.6,20771.6,20771.6,2.473,51382.03,force_direct,
1608149280,20788,20788,20779.9,20781.9,0.491,10206.66,force_direct,
1608149340,20788.5,20789,20788,20788,9.997,207832.91,force_direct,
1608149400,20789,20789,20788,20788.5,7.267,151076.62,force_direct,
1608149460,20793.5,20793.5,20788.9,20789,8.804,183040.98,force_direct,
1608149520,20796.9,20799,20793.5,20793.5,4.346,90387.06,force_direct,
1608149580,20797.8,20797.8,20796.8,20796.9,0.6715,13964.4,force_direct,
1608149640,20813.4,20813.4,20797.8,20797.8,10.86,225907.02,force_direct,
1608149700,20827.2,20828.2,20811.1,20813.4,3.479,72440.54,force_direct,
1608149760,20812.8,20827.2,20810.2,20827.2,3.016,62780.66,force_direct,
1608149820,20803.4,20816,20803.4,20812.8,11.02,229381.62,force_direct,
1608149880,20769.4,20803.5,20745.2,20803.4,51.49,1069439.42,force_direct,
1608149940,20770.1,20772,20769,20769.4,7.03,146007.98,force_direct,
1608150000,20770.5,20770.5,20770.1,20770.1,1.539,31974.32,force_direct,
1608150060,20770.1,20771.5,20770,20770.5,3.142,65268.4,force_direct,
1608150120,20775.4,20776.5,20770,20770.1,3.838,79735.48,force_direct,
1608150180,20773,20776.9,20773,20775.4,2.128,44203.72,force_direct,
1608150240,20775.8,20777,20771.7,20773,2.795,58055.12,force_direct,
1608150300,20795.4,20795.4,20775.8,20775.8,8.753,181931.15,force_direct,
1608150360,20806.5,20817.6,20795.4,20795.4,5.975,124289.42,force_direct,
1608150420,20818.4,20818.4,20798,20806.5,3.684,76628.86,force_direct,
1608150480,20835.3,20838.4,20818.4,20818.4,3.226,67213,force_direct,
1608150540,20827.4,20838.1,20824.7,20835.3,5.655,117793.87,force_direct,
1608150600,20843.5,20843.5,20827.4,20827.4,4.561,95049.74,force_direct,
1608150660,20843.8,20844,20843.4,20843.5,3.964,82619.89,force_direct,
1608150720,20850.1,20850.2,20843.8,20843.8,33.97,708122.41,force_direct,
1608150780,20850.1,20851.4,20850.1,20850.1,9.013,187927.43,force_direct,
1608150840,20850.1,20850.2,20850.1,20850.1,10.03,209133.02,force_direct,
1608150900,20821.6,20850.2,20821.5,20850.1,18.44,384394.51,force_direct,
1608150960,20821.5,20822.4,20821.5,20821.6,0.2471,5145.96,force_direct,
1608151020,20820,20821.5,20814,20821.5,6.904,143706.56,force_direct,
1608151080,20820,20820,20819.9,20820,22.45,467460.58,force_direct,
1608151140,20854.1,20854.1,20820,20820,6.229,129705.98,force_direct,
1608151200,20859.9,20860,20851.5,20854.1,11.93,248834.3,force_direct,
1608151260,20846.2,20860,20831.5,20859.9,13.56,282842.77,force_direct,
1608151320,20831.5,20846.2,20828.2,20846.2,2.029,42290.85,force_direct,
1608151380,20839.2,20840.9,20827.1,20831.5,0.6819,14208.8,force_direct,
1608151440,20839.8,20841,20839.2,20839.2,11.92,248455.21,force_direct,
1608151500,20836,20839.8,20832.8,20839.8,6.772,141104.07,force_direct,
1608151560,20831.6,20836.1,20831.3,20836,1.949,40608.6,force_direct,
1608151620,20836.6,20836.6,20831.5,20831.6,20.13,419457.23,force_direct,
1608151680,20834,20836.6,20830,20836.6,3.703,77144.94,force_direct,
1608151740,20831.6,20839.8,20831.5,20834,1.17,24379.32,force_direct,
1608151800,20821.5,20831.6,20821.5,20831.6,0.233,4852.29,force_direct,
1608151860,20800,20821.5,20800,20821.5,4.801,99893.58,force_direct,
1608151920,20803.6,20807.1,20800,20800,3.298,68612.19,force_direct,
1608151980,20810.5,20819.9,20803.6,20803.6,7.32,152381.3,force_direct,
1608152040,20811.6,20811.6,20804.2,20810.5,3.84,79897.2,force_direct,
1608152100,20818.2,20827.9,20811.6,20811.6,6.869,143034.67,force_direct,
1608152160,20807.1,20818.2,20804.9,20818.2,5.577,116037.97,force_direct,
1608152220,20819.7,20819.7,20807.1,20807.1,0.2592,5395.33,force_direct,
1608152280,20822,20822,20819.7,20819.7,3.841,79978.77,force_direct,
1608152340,20822.1,20823,20820.1,20822,7.448,155075.77,force_direct,
1608152400,20823,20823,20822,20822.1,17.23,358755.43,force_direct,
1608152460,20822.9,20823,20817.1,20823,7.699,160303.24,force_direct,
1608152520,20823,20823,20822.9,20822.9,1.029,21421.36,force_direct,
1608152580,20809.5,20823,20807.8,20823,12.8,266312.13,force_direct,
1608152640,20800.1,20810.8,20800,20809.5,1.811,37673.14,force_direct,
1608152700,20800.5,20802.9,20799.6,20800.1,2.314,48142.74,force_direct,
1608152760,20799.7,20800.5,20799.7,20800.5,0.5933,12341.54,force_direct,
1608152820,20799.6,20799.7,20799.5,20799.7,0.6436,13386.98,force_direct,
1608152880,20796.5,20799.6,20796.5,20799.6,1.91,39726.6,force_direct,
1608152940,20796.6,20796.6,20796.5,20796.5,0.7831,16286.06,force_direct,
1608153000,20799.5,20803.5,20796.6,20796.6,2.157,44866.05,force_direct,
1608153060,20815,20815,20799.5,20799.5,0.6858,14271.63,force_direct,
1608153120,20815,20815,20814.9,20815,1.869,38892.97,force_direct,
1608153180,20810.2,20815,20810.1,20815,1.384,28809.69,force_direct,
1608153240,20813.5,20813.5,20809.7,20810.2,17.72,368753.62,force_direct,
1608153300,20832.6,20844,20813.5,20813.5,21.79,453627.42,force_direct,
1608153360,20839,20842.3,20832.6,20832.6,1.126,23470.95,force_direct,
1608153420,20839.4,20839.4,20839,20839,1.072,22337.83,force_direct,
1608153480,20844.4,20844.5,20839.4,20839.4,2.089,43534.42,force_direct,
1608153540,20850.8,20851.9,20844.4,20844.4,2.782,58005.38,force_direct,
1608153600,20844.5,20850.8,20844.4,20850.8,0.6379,13297.32,force_direct,
1608153660,20803.5,20844.5,20803.4,20844.5,3.562,74205.98,force_direct,
1608153720,20776.3,20803.5,20731.4,20803.5,40.7,845590.87,force_direct,
1608153780,20745.5,20776.3,20742.3,20776.3,10.91,226466.97,force_direct,
1608153840,20778.6,20786.1,20741.4,20745.5,3.612,75025.94,force_direct,
1608153900,20768.6,20778.6,20762.2,20778.6,2.688,55814.48,force_direct,
1608153960,20771.5,20785.4,20768.5,20768.6,7.076,146987.31,force_direct,
1608154020,20779.4,20779.4,20771.5,20771.5,2.479,51494.24,force_direct,
1608154080,20777.9,20779.4,20772.1,20779.4,3.392,70465.4,force_direct,
1608154140,20800,20800,20777.9,20777.9,4.191,87129.84,force_direct,
1608154200,20800,20800,20799.9,20800,0.1261,2622.3,force_direct,
1608154260,20773.5,20800,20773.5,20800,0.2438,5065.88,force_direct,
1608154320,20797.7,20801.3,20773.5,20773.5,5.803,120687.51,force_direct,
1608154380,20796.8,20798.5,20787.4,20797.7,8.918,185464.99,force_direct,
1608154440,20804.9,20805,20795,20796.8,1.46,30375.17,force_direct,
1608154500,20804.9,20805,20804.9,20804.9,14.53,302341.65,force_direct,
1608154560,20837.9,20837.9,20804.9,20804.9,11.48,238933.34,force_direct,
1608154620,20848.5,20848.5,20837.8,20837.9,1.98,41262.79,force_direct,
1608154680,20860.2,20860.3,20848.4,20848.5,5.47,114077.31,force_direct,
1608154740,20888.2,20889.8,20860.2,20860.2,9.642,201355.42,force_direct,
1608154800,20936.2,20937.2,20888.2,20888.2,36.48,763040.11,force_direct,
1608154860,20980,20980,20936.2,20936.2,25.76,540092.26,force_direct,
1608154920,20980,20990.3,20980,20980,60.86,1277047.19,force_direct,
1608154980,20980,20984.9,20980,20980,6.088,127737.07,force_direct,
1608155040,20974,20980.1,20972.4,20980,1.879,39423.14,force_direct,
1608155100,21000,21000,20974,20974,71.04,1491707.32,force_direct,
1608155160,21123.3,21179,21000,21000,188.41,3972373.5,force_direct,
1608155220,21067.8,21148.6,21045.7,21123.3,27,569918.51,force_direct,
1608155280,21110,21120.4,21067.8,21067.8,9.578,202198.07,force_direct,
1608155340,21135,21135,21095.2,21110,46.78,987684.02,force_direct,
1608155400,21139.4,21145.7,21091,21135,35.99,759990.07,force_direct,
1608155460,21135.7,21139.4,21098.1,21139.4,30.47,643362.25,force_direct,
1608155520,21155,21155,21116.2,21135.7,4.531,95731.36,force_direct,
1608155580,21228.8,21233,21135,21155,26.91,570268.86,force_direct,
1608155640,21259.3,21300,21222.1,21228.8,36.25,770318.08,force_direct,
1608155700,21253.5,21305,21246.4,21259.3,41.55,884036.52,force_direct,
1608155760,21261.1,21310.3,21253.5,21253.5,21.35,454214.71,force_direct,
1608155820,21250.1,21280.1,21250,21261.1,7.21,153303.8,force_direct,
1608155880,21224,21250.1,21185.7,21250.1,15.43,327390.12,force_direct,
1608155940,21211.2,21258.8,21211.2,21224,10.6,224944.52,force_direct,
1608156000,21256.6,21256.6,21211.2,21211.2,18.24,387276.02,force_direct,
1608156060,21340.5,21340.5,21254.1,21256.6,39.2,834422.1,force_direct,
1608156120,21356.5,21424,21339.1,21340.5,91.89,1965463.17,force_direct,
1608156180,21300,21383.3,21300,21356.5,63.33,1351564.96,force_direct,
1608156240,21316.4,21369,21300,21300,23.84,508846.42,force_direct,
1608156300,21339.1,21369.9,21314.4,21316.4,20.98,447628.62,force_direct,
1608156360,21304.2,21339.1,21290,21339.1,17,362131.31,force_direct,
1608156420,21296.3,21304.2,21258.4,21304.2,15.31,325701.51,force_direct,
1608156480,21344.9,21350,21294.7,21296.3,7.409,157970.75,force_direct,
1608156540,21339.3,21344.9,21325,21344.9,13.45,286829.98,force_direct,
1608156600,21307.2,21344.6,21300,21339.3,19.69,420025.47,force_direct,
1608156660,21322.9,21326.5,21307.2,21307.2,1.077,22966.5,force_direct,
1608156720,21354.5,21360,21322.9,21322.9,19.16,409131.39,force_direct,
1608156780,21327.2,21355.7,21327.1,21354.5,5.196,110932.8,force_direct,
1608156840,21325.2,21330.4,21299.7,21327.2,10.21,217661.38,force_direct,
1608156900,21312.4,21330.7,21311.9,21325.2,7.174,152993.99,force_direct,
1608156960,21320.8,21324.9,21300.8,21312.4,12.65,269655.73,force_direct,
1608157020,21316.3,21322.8,21311.9,21320.8,6.94,147926.49,force_direct,
1608157080,21430,21436.6,21315.6,21316.3,24.67,527732.07,force_direct,
1608157140,21393.2,21431.3,21389.2,21430,13.32,285063.96,force_direct,
1608157200,21457,21457,21393.2,21393.2,9.959,213471.88,force_direct,
1608157260,21457,21457,21456.9,21457,4.396,94328.61,force_direct,
1608157320,21426.3,21457,21384.2,21457,12.25,262433.31,force_direct,
1608157380,21430,21450.7,21426.3,21426.3,6.611,141696.22,force_direct,
1608157440,21424.5,21430.1,21423.7,21430,13.92,298357.22,force_direct,
1608157500,21399.6,21424.6,21384.1,21424.5,15.27,326800.58,force_direct,
1608157560,21343.6,21399.6,21343.6,21399.6,6.293,134528.03,force_direct,
1608157620,21220.5,21352.8,21211,21343.6,38.57,821442.11,force_direct,
1608157680,21279.4,21291.8,21214.8,21220.5,27.91,593186.39,force_direct,
1608157740,21323.2,21325.4,21279.4,21279.4,7.532,160393.46,force_direct,
1608157800,21300.1,21323.2,21300,21323.2,2.438,51941.09,force_direct,
1608157860,21325.1,21325.1,21300,21300.1,5.249,111824.86,force_direct,
1608157920,21327.9,21342.5,21322.9,21325.1,19.99,426539.21,force_direct,
1608157980,21263.6,21330.4,21254.8,21327.9,15.52,330525.77,force_direct,
1608158040,21257.7,21311,21257.7,21263.6,14.37,305618.25,force_direct,
1608158100,21283.1,21292.5,21257.7,21257.7,3.421,72806.26,force_direct,
1608158160,21258.9,21283.2,21257.9,21283.1,5.219,111015.2,force_direct,
1608158220,21250.1,21258.9,21250,21258.9,3.683,78283.27,force_direct,
1608158280,21235,21250.1,21223.3,21250.1,21.84,463779.94,force_direct,
1608158340,21300,21304.9,21235,21235,10.27,218718.91,force_direct,
1608158400,21267.2,21300.1,21251.5,21300,16.69,355305.47,force_direct,
1608158460,21273.4,21283.3,21260,21267.2,3.507,74573.42,force_direct,
1608158520,21317.7,21317.7,21273.3,21273.4,6.878,146397.89,force_direct,
1608158580,21327.2,21338.5,21317.6,21317.7,9.92,211551.77,force_direct,
1608158640,21318.6,21327.9,21314.4,21327.2,3.229,68869.32,force_direct,
1608158700,21319.1,21327.5,21318.6,21318.6,24.77,528242.27,force_direct,
1608158760,21338.7,21345.5,21309.6,21319.1,41.65,888135.36,force_direct,
1608158820,21378.5,21382.6,21337.5,21338.7,8.486,181148.19,force_direct,
1608158880,21347.5,21382.6,21325.9,21378.5,5.142,109771.13,force_direct,
1608158940,21373.4,21378.5,21347.5,21347.5,3.954,84481.06,force_direct,
1608159000,21350.3,21373.5,21341.6,21373.4,4.084,87202.86,force_direct,
1608159060,21350.2,21350.3,21350.1,21350.3,2.308,49283.12,force_direct,
1608159120,21336.6,21350.2,21336.5,21350.2,3.77,80443.56,force_direct,
1608159180,21349.8,21353.3,21328.9,21336.6,5.376,114714.56,force_direct,
1608159240,21335.6,21357.5,21335.6,21349.8,0.4168,8895.76,force_direct,
1608159300,21331.6,21335.6,21325,21335.6,4.549,97014.33,force_direct,
1608159360,21369.1,21408.2,21326.5,21331.6,14.32,305904.21,force_direct,
1608159420,21383.4,21402.7,21343.6,21369.1,6.476,138481.4,force_direct,
1608159480,21380,21414,21378.6,21383.4,6.305,134976.08,force_direct,
1608159540,21401.3,21407.4,21380,21380,3.321,71092.84,force_direct,
1608159600,21388,21405.4,21388,21401.3,3.716,79505.01,force_direct,
1608159660,21383.2,21393.4,21375,21388,12.94,276786.42,force_direct,
1608159720,21379.4,21385.3,21377.9,21383.2,2.022,43240.7,force_direct,
1608159780,21375,21379.4,21375,21379.4,0.5013,10716.44,force_direct,
1608159840,21357,21375,21357,21375,5.808,124092.22,force_direct,
1608159900,21325,21357,21325,21357,5.664,120866.2,force_direct,
1608159960,21324.9,21325,21324.9,21325,4.565,97339.31,force_direct,
1608160020,21325,21325,21324.9,21324.9,0.5496,11720.59,force_direct,
1608160080,21325,21325,21324.9,21325,8.619,183800.05,force_direct,
1608160140,21356.1,21369.1,21325,21325,4.753,101446.84,force_direct,
1608160200,21393.4,21393.5,21356.1,21356.1,1.282,27405.49,force_direct,
1608160260,21400.1,21412.1,21385.7,21393.4,2.317,49588.28,force_direct,
1608160320,21403.3,21404.1,21400,21400.1,1.902,40699.26,force_direct,
1608160380,21402.9,21403.4,21402.9,21403.3,0.7357,15745.44,force_direct,
1608160440,21400,21403.3,21400,21402.9,7.995,171108.97,force_direct,
1608160500,21430.1,21430.1,21400,21400,5.803,124222.98,force_direct,
1608160560,21447.6,21459.1,21430,21430.1,12.49,267814.04,force_direct,
1608160620,21556.1,21577.4,21447,21447.6,71.44,1537721.65,force_direct,
1608160680,21431.3,21556.5,21419.9,21556.1,24.17,519464.91,force_direct,
1608160740,21300,21431.3,21278.8,21431.3,48.21,1028306.91,force_direct,
1608160800,21339.9,21361.9,21264.9,21300,18.35,391460.82,force_direct,
1608160860,21312.6,21339.9,21288.5,21339.9,13.43,286176.86,force_direct,
1608160920,21249.9,21325,21235,21312.6,11.98,254734.13,force_direct,
1608160980,21268.5,21282.7,21245.3,21249.9,12.01,255488.45,force_direct,
1608161040,21282.4,21307.4,21268.5,21268.5,3.305,70325.46,force_direct,
1608161100,21297.5,21315.3,21281.5,21282.4,2.122,45180.47,force_direct,
1608161160,21281.6,21306.9,21281.5,21297.5,8.81,187598.78,force_direct,
1608161220,21300,21300,21281.6,21281.6,0.4598,9786.29,force_direct,
1608161280,21306,21327.2,21300,21300,4.051,86346.23,force_direct,
1608161340,21332.7,21338.2,21306,21306,6.851,146139.24,force_direct,
1608161400,21318.5,21332.7,21270.1,21332.7,22.56,480289.77,force_direct,
1608161460,21362.2,21364.9,21318.5,21318.5,2.983,63635.26,force_direct,
1608161520,21386.5,21393.3,21358.1,21362.2,6.362,136056.13,force_direct,
1608161580,21393.5,21393.5,21371.5,21386.5,1.568,33530.49,force_direct,
1608161640,21393.4,21396.3,21389.4,21393.5,0.5912,12649.08,force_direct,
1608161700,21385,21393.4,21385,21393.4,1.776,37976.52,force_direct,
1608161760,21363.4,21385.1,21359.6,21385,1.73,36997.8,force_direct,
1608161820,21367.8,21380.7,21363.2,21363.4,6.862,146632.3,force_direct,
1608161880,21368.1,21390,21367.8,21367.8,1.196,25562.23,force_direct,
1608161940,21368,21386.8,21368,21368.1,10.52,224948.72,force_direct,
1608162000,21350.2,21368.1,21314,21368,32.97,703258.81,force_direct,
1608162060,21329.6,21354,21329.6,21350.2,3.837,81848.43,force_direct,
1608162120,21354.4,21363.6,21329.6,21329.6,1.666,35560.64,force_direct,
1608162180,21375.1,21380.1,21343,21354.4,1.246,26612.41,force_direct,
1608162240,21331.5,21375.1,21328.3,21375.1,10.15,216705.16,force_direct,
1608162300,21363.5,21363.5,21331.5,21331.5,2.814,60062.5,force_direct,
1608162360,21373.4,21382.2,21353.6,21363.5,21.06,450108.99,force_direct,
1608162420,21390.2,21399.6,21373.4,21373.4,13.37,286002.64,force_direct,
1608162480,21376.5,21390.2,21376.4,21390.2,4.567,97643.38,force_direct,
1608162540,21391.9,21393.4,21376.5,21376.5,3.011,64402.01,force_direct,
1608162600,21393.4,21393.4,21391.9,21391.9,9.995,213821.33,force_direct,
1608162660,21400,21400,21389.5,21393.4,9.997,213862.65,force_direct,
1608162720,21399.9,21400,21399.9,21400,0.3376,7224.13,force_direct,
1608162780,21399.9,21400,21390.5,21399.9,1.611,34484.34,force_direct,
1608162840,21399.9,21399.9,21390,21399.9,6.105,130600.16,force_direct,
1608162900,21390,21399.9,21390,21399.9,0.8795,18813.93,force_direct,
1608162960,21325,21400,21325,21390,20.76,443457.03,force_direct,
1608163020,21378.8,21379.9,21325,21325,6.271,133887.09,force_direct,
1608163080,21379.8,21379.9,21361.5,21378.8,3.029,64724.07,force_direct,
1608163140,21378.1,21384.9,21368.6,21379.8,1.65,35281.91,force_direct,
1608163200,21380,21380,21361.5,21378.1,5.602,119695.52,force_direct,
1608163260,21393.4,21393.5,21380,21380,4.968,106243.12,force_direct,
1608163320,21398.5,21398.5,21380.1,21393.4,0.8257,17662.87,force_direct,
1608163380,21399.9,21400,21398,21398.5,2.256,48282.03,force_direct,
1608163440,21399.9,21400,21399.9,21399.9,3.502,74952.88,force_direct,
1608163500,21399.9,21400,21399.9,21399.9,2.838,60739.54,force_direct,
1608163560,21387.3,21405.2,21384.8,21399.9,9.308,199167.92,force_direct,
1608163620,21385.8,21408.2,21385.8,21387.3,6.84,146393.88,force_direct,
1608163680,21371.5,21385.9,21371.5,21385.8,6.168,131873.26,force_direct,
1608163740,21350.1,21371.5,21350,21371.5,7.716,164838.15,force_direct,
1608163800,21350,21379.8,21350,21350.1,8.289,177027.09,force_direct,
1608163860,21336.6,21350,21336.6,21350,5.199,110980.77,force_direct,
1608163920,21270,21336.6,21265,21336.6,7.69,163680.19,force_direct,
1608163980,21287.3,21290,21266,21270,3.164,67332.48,force_direct,
1608164040,21290,21290,21271.6,21287.3,15.03,319798.87,force_direct,
1608164100,21290,21290,21289.9,21290,4.721,100507.3,force_direct,
1608164160,21344,21349.2,21289.9,21290,7.98,170017.79,force_direct,
1608164220,21344,21344,21343.9,21344,0.7733,16504.58,force_direct,
1608164280,21333.1,21344,21333.1,21344,21.09,450113.74,force_direct,
1608164340,21374.5,21374.5,21333,21333.1,7.736,165103.23,force_direct,
1608164400,21375.4,21380.1,21353,21374.5,1.221,26089.26,force_direct,
1608164460,21384.5,21385.7,21375.4,21375.4,0.7603,16258.97,force_direct,
1608164520,21350,21384.5,21346.6,21384.5,9.297,198611.52,force_direct,
1608164580,21369.2,21376.5,21350,21350,2.13,45518.26,force_direct,
1608164640,21359,21369.2,21344,21369.2,2.58,55099.03,force_direct,
1608164700,21323.1,21359,21323.1,21359,1.93,41195.68,force_direct,
1608164760,21325.8,21336.5,21317.8,21323.1,9.26,197466.7,force_direct,
1608164820,21308.1,21325.8,21308.1,21325.8,2.094,44638.93,force_direct,
1608164880,21296.5,21308.1,21288.4,21308.1,6.054,128908.79,force_direct,
1608164940,21295,21302.1,21287.2,21296.5,9.06,192920.25,force_direct,
1608165000,21271.5,21295,21266.9,21295,4.508,95904.94,force_direct,
1608165060,21270,21273.8,21264.4,21271.5,19.72,419426.09,force_direct,
1608165120,21270,21270,21269.9,21270,2.179,46354.07,force_direct,
1608165180,21276.7,21311.3,21269.9,21270,13.22,281323.98,force_direct,
1608165240,21279.8,21279.8,21271.7,21276.7,2.192,46629.33,force_direct,
1608165300,21296.9,21296.9,21279.8,21279.8,3.002,63927.34,force_direct,
1608165360,21297.5,21304.9,21286.2,21296.9,14.76,314232.47,force_direct,
1608165420,21275,21297.5,21275,21297.5,4.77,101537.86,force_direct,
1608165480,21298.5,21298.5,21275,21275,3.263,69455.21,force_direct,
1608165540,21318.4,21318.4,21298.5,21298.5,1.708,36386.7,force_direct,
1608165600,21309.3,21326.5,21309.3,21318.4,12.97,276472.26,force_direct,
1608165660,21318,21320.8,21300.2,21309.3,5.487,116894.15,force_direct,
1608165720,21312.2,21318,21302.9,21318,2.594,55266.92,force_direct,
1608165780,21364.6,21365.6,21312.2,21312.2,17.36,370462.35,force_direct,
1608165840,21365.4,21368.3,21356.4,21364.6,3.924,83820.11,force_direct,
1608165900,21363.4,21365.4,21354.5,21365.4,6.015,128460.86,force_direct,
1608165960,21356.2,21363.4,21356.2,21363.4,5.699,121734.38,force_direct,
1608166020,21365.1,21365.1,21356.2,21356.2,0.3184,6802.51,force_direct,
1608166080,21363.4,21365.1,21361.5,21365.1,1.089,23271.94,force_direct,
1608166140,21360.1,21367.8,21360.1,21363.4,3.267,69791.47,force_direct,
1608166200,21362.7,21362.7,21349.8,21360.1,2.45,52311,force_direct,
1608166260,21363.5,21363.5,21359,21362.7,0.5842,12478.15,force_direct,
1608166320,21373,21373,21363.4,21363.5,2.229,47630.65,force_direct,
1608166380,21401.7,21411.3,21373,21373,5.82,124555.6,force_direct,
1608166440,21402.5,21402.5,21401.7,21401.7,0.163,3489.42,force_direct,
1608166500,21402.5,21402.5,21402.4,21402.5,0.2189,4684.09,force_direct,
1608166560,21402.5,21402.5,21402.4,21402.5,0.1696,3629.24,force_direct,
1608166620,21402.4,21402.7,21402,21402.5,1.358,29056.95,force_direct,
1608166680,21402.1,21402.4,21402,21402.4,1.58,33821.85,force_direct,
1608166740,21408.5,21408.5,21402.1,21402.1,1.559,33356.48,force_direct,
1608166800,21489.8,21490,21408.5,21408.5,9.329,200216.79,force_direct,
1608166860,21482,21489.8,21466.1,21489.8,6.601,141755.49,force_direct,
1608166920,21475.5,21482,21447.6,21482,5.604,120345.94,force_direct,
1608166980,21475.1,21475.5,21468,21475.5,1.132,24296.13,force_direct,
1608167040,21460.1,21481.7,21457.1,21475.1,6.644,142669.01,force_direct,
1608167100,21480.3,21482,21454.5,21460.1,3.172,68122.54,force_direct,
1608167160,21487.4,21490,21478.8,21480.3,5.489,117946.76,force_direct,
1608167220,21493.5,21493.5,21487.4,21487.4,0.7396,15893.7,force_direct,
1608167280,21531,21531,21491.9,21493.5,19.79,425709.12,force_direct,
1608167340,21713.7,21730.3,21531,21531,189.42,4104279.33,force_direct,
1608167400,21800,21800,21695.8,21713.7,38.06,828437.19,force_direct,
1608167460,21864.5,21866.5,21781.2,21800,23.65,515677.64,force_direct,
1608167520,21794.7,21884.4,21790,21864.5,34.77,759134.33,force_direct,
1608167580,21835.2,21852.8,21794.7,21794.7,21.18,462094.07,force_direct,
1608167640,21808.2,21840,21787.3,21835.2,60.99,1330508.09,force_direct,
1608167700,21773.2,21837.6,21764.2,21808.2,7.392,161097.05,force_direct,
1608167760,21760.7,21782.4,21731,21773.2,19.39,421947.57,force_direct,
1608167820,21785.2,21796.1,21759.5,21760.7,7.486,163052.47,force_direct,
1608167880,21750.1,21785.7,21750,21785.2,2.642,57495.99,force_direct,
1608167940,21706.5,21763.1,21700,21750.1,20.18,438612.09,force_direct,
1608168000,21705,21721.6,21682.9,21706.5,20.45,443765.21,force_direct,
1608168060,21664.5,21711.5,21664.5,21705,16.98,368137.89,force_direct,
1608168120,21660.1,21689,21650.5,21664.5,8.127,176136.07,force_direct,
1608168180,21664.5,21688.5,21647.1,21660.1,9.216,199692.85,force_direct,
1608168240,21688.8,21695,21659.3,21664.5,1.469,31830.02,force_direct,
1608168300,21678.1,21710.7,21677.8,21688.8,9.148,198487.18,force_direct,
1608168360,21690.6,21691.7,21671.8,21678.1,6.985,151465.59,force_direct,
1608168420,21691.6,21691.7,21680,21690.6,0.7683,16659.21,force_direct,
1608168480,21717.1,21718.4,21691.6,21691.6,11.49,249410.58,force_direct,
1608168540,21745,21745.9,21708.6,21717.1,8.497,184597.57,force_direct,
1608168600,21725.1,21746,21700,21745,5.377,116776.38,force_direct,
1608168660,21691.5,21725.1,21691.5,21725.1,3.361,72931.35,force_direct,
1608168720,21716.3,21717.9,21681.7,21691.5,3.031,65769.36,force_direct,
1608168780,21686.6,21718.9,21686.5,21716.3,8.125,176384.22,force_direct,
1608168840,21677.9,21711.8,21677.9,21686.6,3.08,66777.64,force_direct,
1608168900,21683.1,21683.1,21650.1,21677.9,3.494,75708.27,force_direct,
1608168960,21661.5,21683.1,21661.5,21683.1,5.963,129255.8,force_direct,
1608169020,21650.8,21664.6,21650.8,21661.5,8.625,186785.9,force_direct,
1608169080,21650.1,21665.9,21650,21650.8,4.299,93121.08,force_direct,
1608169140,21643.8,21655.1,21630.8,21650.1,6.195,134089.36,force_direct,
1608169200,21655,21659.9,21643.7,21643.8,2.999,64936.08,force_direct,
1608169260,21666.2,21666.3,21655,21655,0.05641,1222.09,force_direct,
1608169320,21674.9,21680,21666.2,21666.2,10.42,225944.37,force_direct,
1608169380,21672,21674.9,21672,21674.9,4.198,90992.52,force_direct,
1608169440,21665.1,21672,21648.1,21672,1.107,23979,force_direct,
1608169500,21680.5,21680.5,21664.9,21665.1,3.301,71558.41,force_direct,
1608169560,21693.4,21693.4,21680.5,21680.5,2.17,47074.43,force_direct,
1608169620,21708.4,21710.2,21693.4,21693.4,12.59,273179.41,force_direct,
1608169680,21693.3,21733.3,21689.1,21708.4,6.97,151317.8,force_direct,
1608169740,21696.5,21709.7,21682.8,21693.3,7.077,153586.25,force_direct,
1608169800,21706.3,21714.3,21696.4,21696.5,2.446,53095.08,force_direct,
1608169860,21701.5,21711.8,21701.5,21706.3,1.447,31399.33,force_direct,
1608169920,21706.5,21719.8,21686.6,21701.5,2.338,50752.94,force_direct,
1608169980,21696.5,21709.1,21696.5,21706.5,4.809,104370.65,force_direct,
1608170040,21710.3,21714.1,21680.1,21696.5,9.682,209948.35,force_direct,
1608170100,21755.4,21755.4,21707.3,21710.3,6.251,135946.86,force_direct,
1608170160,21761.2,21773.1,21752.9,21755.4,2.746,59774.69,force_direct,
1608170220,21763.5,21766.4,21756.8,21761.2,2.271,49432.23,force_direct,
1608170280,21773.4,21773.4,21763.5,21763.5,0.1899,4134.05,force_direct,
