unix,a,b,c,v,p,t,l,h,o
1609224361.964841,17.162,16.862,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224372.169031,17.162,16.862,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224382.383484,17.162,16.862,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224392.8925602,17.16,16.862,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224403.0994198,17.16,16.862,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224413.3730657,17.16,16.865,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224423.587372,17.16,16.867,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224433.7930748,17.16,16.868,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224444.003752,17.16,16.87,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224454.235427,17.158,16.872,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224464.4639552,17.158,16.873,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224474.6749594,17.158,16.875,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224484.878111,17.158,16.877,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224495.1906416,17.158,16.879,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224505.3973706,17.158,16.88,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224515.6493623,17.173,16.882,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224525.8502855,17.173,16.883,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224536.0523577,17.173,16.886,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224546.2694812,17.173,16.888,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224556.515521,17.173,16.889,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224566.7136784,17.173,16.891,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224576.9184632,17.173,16.893,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224587.120609,17.172,16.895,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224597.3475256,17.17,16.896,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224607.7268074,17.167,16.898,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224617.937739,17.171,16.9,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224628.4144158,17.171,16.901,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224638.6288035,17.169,16.903,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224648.832203,17.169,16.905,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224659.0479248,17.169,16.906,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224669.2803657,17.169,16.908,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224679.4951072,17.169,16.909,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224689.702925,17.169,16.912,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224699.9150035,17.167,16.913,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224710.1302164,17.167,16.915,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224720.674547,17.167,16.917,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224730.8911798,17.167,16.919,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224741.1042366,17.167,16.92,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224751.306426,17.167,16.922,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224761.4961782,17.165,16.923,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224771.7718086,17.165,16.925,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224782.005889,17.165,16.927,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224792.204645,17.165,16.928,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224802.4224124,17.165,16.93,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224812.6494343,17.165,16.931,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224822.866534,17.163,16.933,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224833.0909538,17.163,16.935,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224843.2907395,17.176,16.937,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224853.5160513,17.171,16.938,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224863.7195888,17.17,16.94,16.916,2533.93360325,17.6463,272,16.862,18.619,1
1609224874.274428,17.177,16.942,16.916,2533.93360325,17.6463,272,16.862,18.619,1
