unix,a,b,c,v,p,t,l,h,o
1608870562.391724,23516.10000,23516.00000,23514.70000,490.05779046,23573.13935,3258,23410.80000,23799.90000,2
1608870573.464589,23516.10000,23516.00000,23514.70000,490.05779046,23573.13935,3258,23410.80000,23799.90000,2
1608870584.6060731,23516.10000,23516.00000,23516.00000,490.08139846,23573.13659,3260,23410.80000,23799.90000,2
1608870595.760441,23516.10000,23516.00000,23516.00000,490.08139846,23573.13659,3260,23410.80000,23799.90000,2
1608870607.9740958,23516.10000,23516.00000,23516.10000,490.10335696,23573.13404,3261,23410.80000,23799.90000,2
1608870620.566595,23516.10000,23516.00000,23516.10000,490.10335696,23573.13404,3261,23410.80000,23799.90000,2
1608870631.770418,23516.10000,23516.00000,23516.10000,490.10335696,23573.13404,3261,23410.80000,23799.90000,2
1608870642.895241,23516.10000,23516.00000,23516.10000,490.17576852,23573.12561,3266,23410.80000,23799.90000,2
1608870654.008041,23516.10000,23516.00000,23516.10000,490.17576852,23573.12561,3266,23410.80000,23799.90000,2
1608870665.34052,23516.10000,23516.00000,23516.10000,490.17576852,23573.12561,3266,23410.80000,23799.90000,2
1608870676.38558,23527.80000,23527.70000,23530.70000,490.80202332,23573.05630,3273,23410.80000,23799.90000,2
1608870687.529858,23529.80000,23529.70000,23529.70000,490.80632212,23573.05592,3274,23410.80000,23799.90000,2
1608870698.5955641,23533.00000,23532.90000,23529.70000,490.80632212,23573.05592,3274,23410.80000,23799.90000,2
1608870709.90825,23533.00000,23532.90000,23533.00000,490.87255933,23573.05051,3275,23410.80000,23799.90000,2
1608870720.993602,23533.00000,23532.90000,23533.00000,490.87255933,23573.05051,3275,23410.80000,23799.90000,2
1608870732.123491,23533.00000,23532.90000,23533.00000,490.94046610,23573.04497,3276,23410.80000,23799.90000,2
1608870743.1730602,23533.00000,23532.90000,23533.00000,490.94046610,23573.04497,3276,23410.80000,23799.90000,2
1608870754.3112352,23533.00000,23532.90000,23533.00000,491.21817443,23573.02233,3278,23410.80000,23799.90000,2
1608870765.361123,23533.00000,23532.90000,23533.00000,491.21817443,23573.02233,3278,23410.80000,23799.90000,2
1608870776.4111528,23542.80000,23542.70000,23533.00000,496.16445049,23572.62335,3287,23410.80000,23799.90000,2
1608870787.466825,23544.40000,23544.30000,23544.40000,496.34295141,23572.61266,3294,23410.80000,23799.90000,2
1608870798.5950232,23549.90000,23542.80000,23544.60000,496.37771145,23572.61069,3298,23410.80000,23799.90000,2
