unix,action,price (eth),balance (usd),balance (eth),valuation (usd),total net (%),uptime,dataset size
2021-01-01 19:45:10,hold,723.92,200,0,200.0,0.0,0:00:19,2400
2021-01-01 19:45:21,hold,723.92,200,0,200.0,0.0,0:00:30,2400
