unix,action,price,balance (usd),balance (eth),valuation (usd),total net (%),dataset size
2020-12-30 16:45:44.309735,hold,751.34,200.0,0,200.0,0.0,2400
2020-12-30 16:45:56.957071,hold,751.21,200.0,0,200.0,0.0,2400
2020-12-30 16:46:09.901125,hold,750.8,200.0,0,200.0,0.0,2400
2020-12-30 16:46:22.980098,hold,750.79,200.0,0,200.0,0.0,2400
2020-12-30 16:46:36.282506,hold,750.7,200.0,0,200.0,0.0,2400
2020-12-30 16:46:49.201675,hold,750.2,200.0,0,200.0,0.0,2400
2020-12-30 16:47:03.535155,hold,750.09,200.0,0,200.0,0.0,2400
2020-12-30 16:47:16.855331,hold,749.7,200.0,0,200.0,0.0,2400
2020-12-30 16:47:29.638932,sell,749.92,200.0,0,200.0,0.0,2400
