unix,action,price (eth),balance (usd),balance (eth),valuation (usd),total net (%),uptime,dataset size
2021-01-02 09:46:41,sell,760.88,200,0,200.0,0.0,0:00:19,2400
2021-01-02 09:46:52,buy,760.87,0.0,0.26285699,200.0,0.0,0:00:30,2400
2021-01-02 09:47:06,hold,760.03,0.0,0.26285699,199.78,-0.11,0:00:45,2400
