unix,action,price,balance (usd),balance (eth),valuation (usd),total net (%),dataset size
2020-12-30 17:21:21.870915,hold,747.79,200.0,0,200.0,0.0,2400
2020-12-30 17:21:35.013122,hold,747.79,200.0,0,200.0,0.0,2400
2020-12-30 17:21:47.674222,hold,747.79,200.0,0,200.0,0.0,2400
2020-12-30 17:22:00.444663,hold,747.79,200.0,0,200.0,0.0,2400
2020-12-30 17:22:12.985575,hold,747.79,200.0,0,200.0,0.0,2400
2020-12-30 17:22:25.963754,hold,747.79,200.0,0,200.0,0.0,2400
