unix,action,price (xbt),balance (usd),balance (xbt),valuation (usd),total net (%),uptime,dataset size
2021-01-03 18:10:34,hold,33200.0,3000,0,3000.0,0.0,0:00:19,2400
2021-01-03 18:10:44,buy,33191.2,3.0,0.09029502,3000.0,0.0,0:00:30,2400
2021-01-03 18:10:54,sell,33200.0,3.0,0.09029502,3000.79,0.026,0:00:40,2400
2021-01-03 18:11:04,hold,33246.5,3.0,0.09029502,3004.99,0.166,0:00:50,2400
2021-01-03 18:11:15,hold,33278.6,3.0,0.09029502,3007.89,0.263,0:01:00,2400
2021-01-03 18:11:25,buy,33273.8,-3004.46,0.09038509,3.0,-99.9,0:01:11,2400
