unix,action,price (eth),balance (usd),balance (eth),valuation (usd),total net (%),uptime,dataset size
2021-01-01 17:35:24,hold,732.66,200,0,200.0,0.0,0:00:20,2400
2021-01-01 17:35:35,hold,732.44,200,0,200.0,0.0,0:00:30,2400
