unix,action,price,balance (usd),balance (eth),valuation (usd),total net (%),dataset size
2020-12-30 17:22:58.478523,hold,747.79,200.0,0,200.0,0.0,2400
2020-12-30 17:23:11.202906,hold,747.79,200.0,0,200.0,0.0,2400
2020-12-30 17:23:24.016646,hold,747.79,200.0,0,200.0,0.0,2400
2020-12-30 17:23:37.658495,sell,748.21,200.0,0,200.0,0.0,2400
