unix,action,price,balance (usd),balance (ltc),valuation (usd),total net (%),dataset size
2020-12-29 22:48:31.479316,hold,129.64,200.0,0,200.0,0.0,2400
2020-12-29 22:48:43.942231,sell,129.65,200.0,0,200.0,0.0,2400
2020-12-29 22:48:56.624297,hold,129.56,200.0,0,200.0,0.0,2400
2020-12-29 22:49:08.988203,sell,129.65,200.0,0,200.0,0.0,2400
2020-12-29 22:49:21.442801,buy,129.62,0.0,1.5429717636167257,200.0,0.0,2400
2020-12-29 22:49:33.810253,sell,129.65,200.04628915290849,0.0,200.04628915290849,0.023144576454242838,2400
2020-12-29 22:49:46.720848,buy,129.53,0.0,1.5444012132549099,200.04628915290849,0.023144576454242838,2400
2020-12-29 22:49:59.051374,hold,129.53,0.0,1.5444012132549099,200.04628915290849,0.023144576454242838,2400
2020-12-29 22:50:10.306679,hold,129.53,0.0,1.5444012132549099,200.04628915290849,0.023144576454242838,2400
2020-12-29 22:50:21.442504,hold,129.54,0.0,1.5444012132549099,200.061733165041,0.03086658252048835,2400
2020-12-29 22:50:32.559528,hold,129.64,0.0,1.5444012132549099,200.21617328636648,0.1080866431832419,2400
2020-12-29 22:50:44.074515,hold,129.73,0.0,1.5444012132549099,200.35516939555944,0.17758469777973573,2400
2020-12-29 22:50:55.196008,buy,129.73,0.0,1.5444012132549099,200.35516939555944,0.17758469777973573,2400
2020-12-29 22:51:06.288897,sell,129.85,200.54049754115005,0.0,200.54049754115005,0.27024877057502295,2400
2020-12-29 22:51:17.381891,buy,129.8,0.0,1.5449961289765026,200.54049754115005,0.27024877057502295,2400
2020-12-29 22:51:28.720711,hold,129.76,0.0,1.5449961289765026,200.47869769599097,0.23934884799547262,2400
2020-12-29 22:51:40.086895,hold,129.69,0.0,1.5449961289765026,200.37054796696262,0.1852739834813093,2400
2020-12-29 22:51:51.220981,hold,129.68,0.0,1.5449961289765026,200.35509800567286,0.17754900283641462,2400
2020-12-29 22:52:02.415952,sell,129.76,200.47869769599097,0.0,200.47869769599097,0.23934884799547262,2400
2020-12-29 22:52:13.802928,buy,129.68,0.0,1.5459492419493444,200.47869769599097,0.23934884799547262,2400
2020-12-29 22:52:25.024811,sell,129.72,200.54053566566895,0.0,200.54053566566895,0.2702678328344774,2400
2020-12-29 22:52:36.456476,buy,129.68,0.0,1.546426092424961,200.54053566566895,0.2702678328344774,2400
2020-12-29 22:52:48.154109,hold,129.68,0.0,1.546426092424961,200.54053566566895,0.2702678328344774,2400
2020-12-29 22:52:59.591100,sell,129.71,200.5869284484417,0.0,200.5869284484417,0.2934642242208554,2400
2020-12-29 22:53:10.793149,buy,129.72,0.0,1.546306879806057,200.5869284484417,0.2934642242208554,2400
2020-12-29 22:53:21.995086,hold,129.72,0.0,1.546306879806057,200.5869284484417,0.2934642242208554,2400
2020-12-29 22:53:33.408036,hold,129.72,0.0,1.546306879806057,200.5869284484417,0.2934642242208554,2400
2020-12-29 22:53:44.601148,sell,130.0,201.0198943747874,0.0,201.0198943747874,0.5099471873937063,2400
2020-12-29 22:53:55.799294,buy,130.0,0.0,1.546306879806057,201.0198943747874,0.5099471873937063,2400
2020-12-29 22:54:06.978262,hold,129.94,0.0,1.546306879806057,200.92711596199905,0.46355798099952494,2400
2020-12-29 22:54:18.487897,hold,129.88,0.0,1.546306879806057,200.8343375492107,0.4171687746053294,2400
2020-12-29 22:54:29.791988,hold,129.8,0.0,1.546306879806057,200.7106329988262,0.3553164994131208,2400
2020-12-29 22:54:40.978922,sell,129.85,200.7879483428165,0.0,200.7879483428165,0.39397417140824587,2400
2020-12-29 22:54:52.181929,hold,129.9,200.7879483428165,0.0,200.7879483428165,0.39397417140824587,2400
2020-12-29 22:55:03.682126,buy,129.84,0.0,1.5464259730654382,200.7879483428165,0.39397417140824587,2400
2020-12-29 22:55:14.876641,hold,129.82,0.0,1.5464259730654382,200.75701982335517,0.3785099116775825,2400
2020-12-29 22:55:26.056547,sell,129.91,200.89619816093108,0.0,200.89619816093108,0.44809908046555336,2400
2020-12-29 22:55:37.287922,hold,130.0,200.89619816093108,0.0,200.89619816093108,0.44809908046555336,2400
2020-12-29 22:55:48.642658,buy,130.0,0.0,1.5453553704687006,200.89619816093108,0.44809908046555336,2400
2020-12-29 22:55:59.835173,hold,130.01,0.0,1.5453553704687006,200.91165171463575,0.45582585731787617,2400
2020-12-29 22:56:11.067940,sell,130.03,200.94255882204516,0.0,200.94255882204516,0.47127941102257864,2400
2020-12-29 22:56:22.296112,buy,130.01,0.0,1.5455930991619504,200.94255882204516,0.47127941102257864,2400
