unix,action,price (eth),balance (usd),balance (eth),valuation (usd),total net (%),uptime,dataset size
2021-01-01 20:24:39,sell,721.94,200,0,200.0,0.0,0:00:19,2400
2021-01-01 20:24:50,buy,721.92,0.0,0.27703901,200.0,0.0,0:00:30,2400
