unix,action,price,balance (usd),balance (ltc),valuation (usd),total net (%),dataset size
2020-12-29 19:15:14.517876,sell,128.54,600.0,0,600.0,0.0,2400
2020-12-29 19:15:26.995689,hold,128.67,600.0,0,600.0,0.0,2400
