unix,action,price (eth),balance (usd),balance (eth),valuation (usd),total net (%),uptime,dataset size
2021-01-01 16:04:08,hold,730.97,200,0,200.0,0.0,0:00:19,2400
2021-01-01 16:04:18,hold,730.97,200,0,200.0,0.0,0:00:30,2400
