unix,action,price,balance (usd),balance (ltc),valuation (usd),total net (%),dataset size
2020-12-29 22:44:25.597384,hold,129.71,600.0,0,600.0,0.0,2400
2020-12-29 22:44:38.096546,hold,129.38,600.0,0,600.0,0.0,2400
2020-12-29 22:44:50.505619,sell,129.55,600.0,0,600.0,0.0,2400
2020-12-29 22:45:02.929122,hold,129.75,600.0,0,600.0,0.0,2400
2020-12-29 22:45:15.508870,hold,129.89,600.0,0,600.0,0.0,2400
2020-12-29 22:45:28.116641,buy,129.89,0.0,4.619293248133036,600.0,0.0,2400
2020-12-29 22:45:40.479007,hold,129.88,0.0,4.619293248133036,599.9538070675187,-0.007698822080214995,2400
2020-12-29 22:45:52.973675,sell,129.9,600.0461929324814,0.0,600.0461929324814,0.007698822080229206,2400
2020-12-29 22:46:04.266944,buy,129.88,0.0,4.620004565233149,600.0461929324814,0.007698822080229206,2400
2020-12-29 22:46:15.730586,hold,129.88,0.0,4.620004565233149,600.0461929324814,0.007698822080229206,2400
2020-12-29 22:46:26.972639,hold,129.88,0.0,4.620004565233149,600.0461929324814,0.007698822080229206,2400
2020-12-29 22:46:38.535164,hold,129.88,0.0,4.620004565233149,600.0461929324814,0.007698822080229206,2400
2020-12-29 22:46:49.735813,hold,129.84,0.0,4.620004565233149,599.861392749872,-0.02310120835466023,2400
