unix,action,price (eth),balance (usd),balance (eth),valuation (usd),total net (%),uptime,dataset size
2020-12-30 23:26:58,sell,744.33,200.0,0,200,0.0,0:00:20,2400
2020-12-30 23:27:09,buy,744.33,0.0,0.26869802,200,0.0,0:00:30,2400
