unix,action,price (eth),balance (usd),balance (eth),valuation (usd),total net (%),uptime,dataset size
2021-01-02 09:42:24,hold,758.11,200,0,200.0,0.0,0:00:20,2400
2021-01-02 09:42:34,sell,759.16,200,0,200.0,0.0,0:00:30,2400
