unix,action,price (xbt),balance (usd),balance (xbt),valuation (usd),total net (%),uptime,dataset size
2021-01-03 20:33:58,hold,32779.5,3000,0,3000.0,0.0,0:00:19,2400
2021-01-03 20:34:08,buy,32773.3,0.0,0.09153793,3000.0,0.0,0:00:30,2400
2021-01-03 20:34:19,sell,32791.5,3001.67,0.0,3001.67,0.056,0:00:40,2400
2021-01-03 20:34:29,hold,32819.5,3001.67,0.0,3001.67,0.056,0:00:50,2400
2021-01-03 20:34:39,hold,32859.5,3001.67,0.0,3001.67,0.056,0:01:01,2400
