unix,action,price (xbt),balance (usd),balance (xbt),valuation (usd),total net (%),uptime,dataset size
2021-01-03 21:05:52,sell,33341.1,3000,0,3000.0,1400.0,0:00:12,2400
2021-01-03 21:06:02,sell,33341.1,3000,0,3000.0,1400.0,0:00:22,2400
