unix,action,price (xbt),balance (usd),balance (xbt),valuation (usd),total net (%),uptime,dataset size
2021-01-03 20:45:51,hold,33174.5,3000,0,3000.0,0.0,0:00:19,2400
2021-01-03 20:46:02,buy,33174.5,0.0,0.0904309,3000.0,0.0,0:00:30,2400
2021-01-03 20:46:12,sell,33218.3,3003.96,0.0,3003.96,0.132,0:00:40,2400
2021-01-03 20:46:22,hold,33220.3,3003.96,0.0,3003.96,0.132,0:00:50,2400
