unix,action,price (xbt),balance (usd),balance (xbt),valuation (usd),total net (%),uptime,dataset size
2021-01-03 17:59:28,buy,33185.3,3000,0,3000.0,0.0,0:00:11,2400
2021-01-03 17:59:39,hold,33182.7,3000,0,3000.0,0.0,0:00:22,2400
2021-01-03 17:59:52,hold,33157.5,3000,0,3000.0,0.0,0:00:35,2400
