unix,action,price,balance (usd),balance (eth),valuation (usd),total net (%),dataset size
2020-12-30 16:44:44.804967,hold,751.39,200.0,0,200.0,0.0,2400
2020-12-30 16:44:57.268958,hold,751.37,200.0,0,200.0,0.0,2400
2020-12-30 16:45:10.108433,sell,751.56,200.0,0,200.0,0.0,2400
