unix,action,price (eth),balance (usd),balance (eth),valuation (usd),total net (%),uptime,dataset size
2021-01-02 18:28:26,hold,776.16,200,0,200.0,0.0,0:00:19,2400
2021-01-02 18:28:36,hold,776.11,200,0,200.0,0.0,0:00:30,2400
2021-01-02 18:28:46,hold,775.54,200,0,200.0,0.0,0:00:40,2400
2021-01-02 18:28:56,sell,777.0,200,0,200.0,0.0,0:00:50,2400
2021-01-02 18:29:07,buy,776.75,0.0,0.2574831,200.0,0.0,0:01:01,2400
